ORIGINAL_ROW_ID,SOURCE,trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id,RAW_TEXT,SYN_RAW_TEXT,CLEAN_TEXT,CATEGORY,AMOUNT,IS_CREDIT,IS_DEBIT
3,aug_v2,165012.0,4/25/2023 11:53,6560000000000000.0,fraud_Hans-Kanda Pvt Ltd,entertainment,7568.37,Yuvraj ,Madan,M,"04/41, Bawa Nagar, Khammam 816522",Jalna,Mizoram,76.1969725,102.564244,380244.0,Probation officer,10/18/1963,76.214025,102.567219,0.0,-2.61e+18,fraud_Hans-Kanda Pvt Ltd 7568.37,fraud_Hans-Kanda Pvt Ltd 7568.37,fraud hans kanda pvt ltd,Other,7568.37,False,True
3,aug_v3,165012.0,4/25/2023 11:53,6560000000000000.0,fraud_Hans-Kanda Pvt Ltd,entertainment,7568.37,Yuvraj ,Madan,M,"04/41, Bawa Nagar, Khammam 816522",Jalna,Mizoram,76.1969725,102.564244,380244.0,Probation officer,10/18/1963,76.214025,102.567219,0.0,-2.61e+18,fraud_Hans-Kanda Pvt Ltd 7568.37,fraud_Hans-Kanda Pvt Ltd 7568.37,fraud hans kanda pvt ltd,Other,7568.37,False,True
4,original,,5/28/2023 18:26,3530000000000000.0,,entertainment,9074.0,Drishya,Bumb,F,"53/26, Chana Ganj, Varanasi 329560",Bharatpur,Chhattisgarh,27.8408555,93.934433,440893.0,,4/27/1996,27.838502,93.950223,0.0,2.19e+18,9074.00,9074.00,,Other,9074.0,False,True
4,aug_v1,,5/28/2023 18:26,3530000000000000.0,,entertainment,9074.0,Drishya,Bumb,F,"53/26, Chana Ganj, Varanasi 329560",Bharatpur,Chhattisgarh,27.8408555,93.934433,440893.0,,4/27/1996,27.838502,93.950223,0.0,2.19e+18,9074.00,NEFT/9074.00,neft,Transfer,9074.0,False,True
4,aug_v2,,5/28/2023 18:26,3530000000000000.0,,entertainment,9074.0,Drishya,Bumb,F,"53/26, Chana Ganj, Varanasi 329560",Bharatpur,Chhattisgarh,27.8408555,93.934433,440893.0,,4/27/1996,27.838502,93.950223,0.0,2.19e+18,9074.00,9074.00,,Other,9074.0,False,True
4,aug_v3,,5/28/2023 18:26,3530000000000000.0,,entertainment,9074.0,Drishya,Bumb,F,"53/26, Chana Ganj, Varanasi 329560",Bharatpur,Chhattisgarh,27.8408555,93.934433,440893.0,,4/27/1996,27.838502,93.950223,0.0,2.19e+18,9074.00,9074.00,,Other,9074.0,False,True
5,original,742125.0,2/15/2023 18:55,4800000000000.0,"fraud_Agate, Varkey and Luthra Pvt Ltd",entertainment,5056.81,,Lal,M,"43/32, Yohannan Zila, Udaipur-067444",Nizamabad,Jharkhand,81.974419,71.656847,308606.0,Chiropodist,1/19/1994,81.959219,71.668432,0.0,-5.21e+18,"fraud_Agate, Varkey and Luthra Pvt Ltd 5056.81","fraud_Agate, Varkey and Luthra Pvt Ltd 5056.81",fraud agate varkey and luthra pvt ltd,Other,5056.81,False,True
5,aug_v1,742125.0,2/15/2023 18:55,4800000000000.0,"fraud_Agate, Varkey and Luthra Pvt Ltd",entertainment,5056.81,,Lal,M,"43/32, Yohannan Zila, Udaipur-067444",Nizamabad,Jharkhand,81.974419,71.656847,308606.0,Chiropodist,1/19/1994,81.959219,71.668432,0.0,-5.21e+18,"fraud_Agate, Varkey and Luthra Pvt Ltd 5056.81","ATM/fraud_Agate, / Varkey / and / Luthra / Pvt / Ltd / 5056.81 / MKTPLC",atm fraud agate varkey and luthra pvt ltd mktplc,Shopping,5056.81,False,True
5,aug_v2,742125.0,2/15/2023 18:55,4800000000000.0,"fraud_Agate, Varkey and Luthra Pvt Ltd",entertainment,5056.81,,Lal,M,"43/32, Yohannan Zila, Udaipur-067444",Nizamabad,Jharkhand,81.974419,71.656847,308606.0,Chiropodist,1/19/1994,81.959219,71.668432,0.0,-5.21e+18,"fraud_Agate, Varkey and Luthra Pvt Ltd 5056.81","fraud_Agate,_Varkey_and_Luthra_Pvt_Ltd_5056.81",fraud agate varkey and luthra pvt ltd,Other,5056.81,False,True
5,aug_v3,742125.0,2/15/2023 18:55,4800000000000.0,"fraud_Agate, Varkey and Luthra Pvt Ltd",entertainment,5056.81,,Lal,M,"43/32, Yohannan Zila, Udaipur-067444",Nizamabad,Jharkhand,81.974419,71.656847,308606.0,Chiropodist,1/19/1994,81.959219,71.668432,0.0,-5.21e+18,"fraud_Agate, Varkey and Luthra Pvt Ltd 5056.81","fraud_Agate,_Varkey_and_Luthra_Pvt_Ltd_5056.81",fraud agate varkey and luthra pvt ltd,Other,5056.81,False,True
6,original,605763.0,06-10-2023 12:09,213000000000000.0,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd",fitness_and_medical,353.55,,Malhotra,M,,Bahraich,Karnataka,,-148.053492,377788.0,Engineering geologist,9/18/1975,-16.607856,-148.038555,0.0,,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55","fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55",fraud bhardwaj vaidya and walia pvt ltd,Other,353.55,False,True
6,aug_v1,605763.0,06-10-2023 12:09,213000000000000.0,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd",fitness_and_medical,353.55,,Malhotra,M,,Bahraich,Karnataka,,-148.053492,377788.0,Engineering geologist,9/18/1975,-16.607856,-148.038555,0.0,,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55","CARD/fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55",card fraud bhardwaj vaidya and walia pvt ltd,Other,353.55,False,True
6,aug_v2,605763.0,06-10-2023 12:09,213000000000000.0,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd",fitness_and_medical,353.55,,Malhotra,M,,Bahraich,Karnataka,,-148.053492,377788.0,Engineering geologist,9/18/1975,-16.607856,-148.038555,0.0,,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55","fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55",fraud bhardwaj vaidya and walia pvt ltd,Other,353.55,False,True
6,aug_v3,605763.0,06-10-2023 12:09,213000000000000.0,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd",fitness_and_medical,353.55,,Malhotra,M,,Bahraich,Karnataka,,-148.053492,377788.0,Engineering geologist,9/18/1975,-16.607856,-148.038555,0.0,,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55","CARD/fraud_Bhardwaj, Vaidya and Walia Pvt Ltd 353.55",card fraud bhardwaj vaidya and walia pvt ltd,Other,353.55,False,True
7,original,650365.0,03-02-2023 21:54,30400000000000.0,fraud_Bhatti PLC Pvt Ltd,,7292.34,Lakshit,Sarin,M,"22/940, Kata Ganj, Pudukkottai-345593",Satara,Assam,57.053798,-20.732788,377329.0,Tour manager,3/26/1947,57.035884,-20.719375,1.0,-3.35e+18,fraud_Bhatti PLC Pvt Ltd 7292.34,fraud_Bhatti PLC Pvt Ltd 7292.34,fraud bhatti plc pvt ltd,Other,7292.34,False,True
7,aug_v1,650365.0,03-02-2023 21:54,30400000000000.0,fraud_Bhatti PLC Pvt Ltd,,7292.34,Lakshit,Sarin,M,"22/940, Kata Ganj, Pudukkottai-345593",Satara,Assam,57.053798,-20.732788,377329.0,Tour manager,3/26/1947,57.035884,-20.719375,1.0,-3.35e+18,fraud_Bhatti PLC Pvt Ltd 7292.34,fraud_Bhatti PLC Pvt Ltd 7292.34,fraud bhatti plc pvt ltd,Other,7292.34,False,True
7,aug_v2,650365.0,03-02-2023 21:54,30400000000000.0,fraud_Bhatti PLC Pvt Ltd,,7292.34,Lakshit,Sarin,M,"22/940, Kata Ganj, Pudukkottai-345593",Satara,Assam,57.053798,-20.732788,377329.0,Tour manager,3/26/1947,57.035884,-20.719375,1.0,-3.35e+18,fraud_Bhatti PLC Pvt Ltd 7292.34,frd_Bhtt PLC Pvt Ltd 7292.34,frd bhtt plc pvt ltd,Other,7292.34,False,True
7,aug_v3,650365.0,03-02-2023 21:54,30400000000000.0,fraud_Bhatti PLC Pvt Ltd,,7292.34,Lakshit,Sarin,M,"22/940, Kata Ganj, Pudukkottai-345593",Satara,Assam,57.053798,-20.732788,377329.0,Tour manager,3/26/1947,57.035884,-20.719375,1.0,-3.35e+18,fraud_Bhatti PLC Pvt Ltd 7292.34,ATM/frd_Bhtt / PLC / Pvt / Ltd / 7292.34,atm frd bhtt plc pvt ltd,Cash Withdrawal,7292.34,False,True
8,original,355859.0,06-10-2023 01:38,30300000000000.0,fraud_Badami-Chahal Pvt Ltd,fitness_and_medical,8760.33,Shaan,Gola,F,"67, Kalla Ganj, Karaikudi 422121",Bokaro,Meghalaya,10.800613,128.719889,668665.0,"Therapist, drama",7/21/2000,10.786513,128.737108,0.0,1.35e+18,fraud_Badami-Chahal Pvt Ltd 8760.33,fraud_Badami-Chahal Pvt Ltd 8760.33,fraud badami chahal pvt ltd,Other,8760.33,False,True
8,aug_v1,355859.0,06-10-2023 01:38,30300000000000.0,fraud_Badami-Chahal Pvt Ltd,fitness_and_medical,8760.33,Shaan,Gola,F,"67, Kalla Ganj, Karaikudi 422121",Bokaro,Meghalaya,10.800613,128.719889,668665.0,"Therapist, drama",7/21/2000,10.786513,128.737108,0.0,1.35e+18,fraud_Badami-Chahal Pvt Ltd 8760.33,fraud_Badami-Chahal Pvt Ltd 8760.33,fraud badami chahal pvt ltd,Other,8760.33,False,True
8,aug_v2,355859.0,06-10-2023 01:38,30300000000000.0,fraud_Badami-Chahal Pvt Ltd,fitness_and_medical,8760.33,Shaan,Gola,F,"67, Kalla Ganj, Karaikudi 422121",Bokaro,Meghalaya,10.800613,128.719889,668665.0,"Therapist, drama",7/21/2000,10.786513,128.737108,0.0,1.35e+18,fraud_Badami-Chahal Pvt Ltd 8760.33,fraud_Badami-Chahal Pvt Ltd 8760.33 MKT#649,fraud badami chahal pvt ltd mkt,Shopping,8760.33,False,True
8,aug_v3,355859.0,06-10-2023 01:38,30300000000000.0,fraud_Badami-Chahal Pvt Ltd,fitness_and_medical,8760.33,Shaan,Gola,F,"67, Kalla Ganj, Karaikudi 422121",Bokaro,Meghalaya,10.800613,128.719889,668665.0,"Therapist, drama",7/21/2000,10.786513,128.737108,0.0,1.35e+18,fraud_Badami-Chahal Pvt Ltd 8760.33,fraud_Badami-Chahal Pvt Ltd 8760.33 MKT#103,fraud badami chahal pvt ltd mkt,Shopping,8760.33,False,True
9,original,485625.0,06-03-2023 20:16,6010000000000000.0,fraud_Wason and Sons Pvt Ltd,entertainment,6729.28,Lavanya,Tak,F,"356, Wadhwa Circle, Satna-618320",Gwalior,Telangana,27.408664,-68.82537,590253.0,Armed forces training and education officer,05-04-1940,27.395461,-68.827501,,-3.07e+18,fraud_Wason and Sons Pvt Ltd 6729.28,fraud_Wason and Sons Pvt Ltd 6729.28,fraud wason and sons pvt ltd,Other,6729.28,False,True
9,aug_v1,485625.0,06-03-2023 20:16,6010000000000000.0,fraud_Wason and Sons Pvt Ltd,entertainment,6729.28,Lavanya,Tak,F,"356, Wadhwa Circle, Satna-618320",Gwalior,Telangana,27.408664,-68.82537,590253.0,Armed forces training and education officer,05-04-1940,27.395461,-68.827501,,-3.07e+18,fraud_Wason and Sons Pvt Ltd 6729.28,fraud_Wason and Sons Pvt Ltd 6729.28 MKT#740,fraud wason and sons pvt ltd mkt,Shopping,6729.28,False,True
9,aug_v2,485625.0,06-03-2023 20:16,6010000000000000.0,fraud_Wason and Sons Pvt Ltd,entertainment,6729.28,Lavanya,Tak,F,"356, Wadhwa Circle, Satna-618320",Gwalior,Telangana,27.408664,-68.82537,590253.0,Armed forces training and education officer,05-04-1940,27.395461,-68.827501,,-3.07e+18,fraud_Wason and Sons Pvt Ltd 6729.28,NEFT/fraud_Wason and Sons Pvt Ltd 6729.28,neft fraud wason and sons pvt ltd,Transfer,6729.28,False,True
9,aug_v3,485625.0,06-03-2023 20:16,6010000000000000.0,fraud_Wason and Sons Pvt Ltd,entertainment,6729.28,Lavanya,Tak,F,"356, Wadhwa Circle, Satna-618320",Gwalior,Telangana,27.408664,-68.82537,590253.0,Armed forces training and education officer,05-04-1940,27.395461,-68.827501,,-3.07e+18,fraud_Wason and Sons Pvt Ltd 6729.28,fraud_Wason_and_Sons_Pvt_Ltd_6729.28_PAY,fraud wason and sons pvt ltd pay,Other,6729.28,False,True
10,original,110711.0,06-07-2023 07:13,4590000000000000.0,"fraud_Savant, Bhardwaj and Lata Pvt Ltd",travel,8186.72,Divij,Agrawal,M,"74/000, Kara Chowk, Rourkela 653358",Rampur,Uttarakhand,27.2517865,-90.896522,738101.0,Plant breeder/geneticist,,27.232074,-90.885213,1.0,-9.05e+18,"fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72","fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72",fraud savant bhardwaj and lata pvt ltd,Other,8186.72,False,True
10,aug_v1,110711.0,06-07-2023 07:13,4590000000000000.0,"fraud_Savant, Bhardwaj and Lata Pvt Ltd",travel,8186.72,Divij,Agrawal,M,"74/000, Kara Chowk, Rourkela 653358",Rampur,Uttarakhand,27.2517865,-90.896522,738101.0,Plant breeder/geneticist,,27.232074,-90.885213,1.0,-9.05e+18,"fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72","fraud_Savant,-Bhardwaj-and-Lata-Pvt-Ltd-8186.72",fraud savant bhardwaj and lata pvt ltd,Other,8186.72,False,True
10,aug_v2,110711.0,06-07-2023 07:13,4590000000000000.0,"fraud_Savant, Bhardwaj and Lata Pvt Ltd",travel,8186.72,Divij,Agrawal,M,"74/000, Kara Chowk, Rourkela 653358",Rampur,Uttarakhand,27.2517865,-90.896522,738101.0,Plant breeder/geneticist,,27.232074,-90.885213,1.0,-9.05e+18,"fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72","IMPS/fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72",imps fraud savant bhardwaj and lata pvt ltd,Transfer,8186.72,False,True
10,aug_v3,110711.0,06-07-2023 07:13,4590000000000000.0,"fraud_Savant, Bhardwaj and Lata Pvt Ltd",travel,8186.72,Divij,Agrawal,M,"74/000, Kara Chowk, Rourkela 653358",Rampur,Uttarakhand,27.2517865,-90.896522,738101.0,Plant breeder/geneticist,,27.232074,-90.885213,1.0,-9.05e+18,"fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72","ATM/fraud_Savant, Bhardwaj and Lata Pvt Ltd 8186.72",atm fraud savant bhardwaj and lata pvt ltd,Cash Withdrawal,8186.72,False,True
11,original,320704.0,04-01-2024 10:46,30300000000000.0,"fraud_Mannan, Sagar and Kala Pvt Ltd",online_shopping,200.08,Onkar,Iyer,M,"H.No. 648, Bhatnagar Circle, Ongole 057328",,,74.390634,-88.715665,786318.0,Warden/ranger,04-07-1987,74.388608,-88.707879,0.0,5.3e+17,"fraud_Mannan, Sagar and Kala Pvt Ltd 200.08","fraud_Mannan, Sagar and Kala Pvt Ltd 200.08",fraud mannan sagar and kala pvt ltd,Other,200.08,False,True
11,aug_v1,320704.0,04-01-2024 10:46,30300000000000.0,"fraud_Mannan, Sagar and Kala Pvt Ltd",online_shopping,200.08,Onkar,Iyer,M,"H.No. 648, Bhatnagar Circle, Ongole 057328",,,74.390634,-88.715665,786318.0,Warden/ranger,04-07-1987,74.388608,-88.707879,0.0,5.3e+17,"fraud_Mannan, Sagar and Kala Pvt Ltd 200.08","fraud_Mannan,-Sagar-and-Kala-Pvt-Ltd-200.08",fraud mannan sagar and kala pvt ltd,Other,200.08,False,True
11,aug_v2,320704.0,04-01-2024 10:46,30300000000000.0,"fraud_Mannan, Sagar and Kala Pvt Ltd",online_shopping,200.08,Onkar,Iyer,M,"H.No. 648, Bhatnagar Circle, Ongole 057328",,,74.390634,-88.715665,786318.0,Warden/ranger,04-07-1987,74.388608,-88.707879,0.0,5.3e+17,"fraud_Mannan, Sagar and Kala Pvt Ltd 200.08","fraud_Mannan, Sagar and Kala Pvt Ltd 200.08",fraud mannan sagar and kala pvt ltd,Other,200.08,False,True
11,aug_v3,320704.0,04-01-2024 10:46,30300000000000.0,"fraud_Mannan, Sagar and Kala Pvt Ltd",online_shopping,200.08,Onkar,Iyer,M,"H.No. 648, Bhatnagar Circle, Ongole 057328",,,74.390634,-88.715665,786318.0,Warden/ranger,04-07-1987,74.388608,-88.707879,0.0,5.3e+17,"fraud_Mannan, Sagar and Kala Pvt Ltd 200.08","fraud_Mannan, Sagar and Kala Pvt Ltd 200.08",fraud mannan sagar and kala pvt ltd,Other,200.08,False,True
12,original,173928.0,10/21/2023 9:34,2710000000000000.0,fraud_Rastogi Ltd Pvt Ltd,travel,9211.65,Ivan,Atwal,F,"H.No. 64, Ravi Ganj, Rourkela-295738",Udaipur,Andhra Pradesh,-55.7639525,160.177982,,Data processing manager,11-10-1938,,160.16459,0.0,3.77e+18,fraud_Rastogi Ltd Pvt Ltd 9211.65,fraud_Rastogi Ltd Pvt Ltd 9211.65,fraud rastogi ltd pvt ltd,Other,9211.65,False,True
12,aug_v1,173928.0,10/21/2023 9:34,2710000000000000.0,fraud_Rastogi Ltd Pvt Ltd,travel,9211.65,Ivan,Atwal,F,"H.No. 64, Ravi Ganj, Rourkela-295738",Udaipur,Andhra Pradesh,-55.7639525,160.177982,,Data processing manager,11-10-1938,,160.16459,0.0,3.77e+18,fraud_Rastogi Ltd Pvt Ltd 9211.65,UPI/fraud_Rastogi Ltd Pvt Ltd 9211.65,upi fraud rastogi ltd pvt ltd,Transfer,9211.65,False,True
12,aug_v2,173928.0,10/21/2023 9:34,2710000000000000.0,fraud_Rastogi Ltd Pvt Ltd,travel,9211.65,Ivan,Atwal,F,"H.No. 64, Ravi Ganj, Rourkela-295738",Udaipur,Andhra Pradesh,-55.7639525,160.177982,,Data processing manager,11-10-1938,,160.16459,0.0,3.77e+18,fraud_Rastogi Ltd Pvt Ltd 9211.65,ATM/fraud_Rastogi Ltd Pvt Ltd 9211.65 MKT,atm fraud rastogi ltd pvt ltd mkt,Shopping,9211.65,False,True
12,aug_v3,173928.0,10/21/2023 9:34,2710000000000000.0,fraud_Rastogi Ltd Pvt Ltd,travel,9211.65,Ivan,Atwal,F,"H.No. 64, Ravi Ganj, Rourkela-295738",Udaipur,Andhra Pradesh,-55.7639525,160.177982,,Data processing manager,11-10-1938,,160.16459,0.0,3.77e+18,fraud_Rastogi Ltd Pvt Ltd 9211.65,ATM/frd_Rstg Ltd Pvt Ltd 9211.65,atm frd rstg ltd pvt ltd,Cash Withdrawal,9211.65,False,True
13,original,203858.0,12/15/2022 16:50,4830000000000000.0,,online_shopping,9776.22,Drishya,Date,F,"H.No. 13, Basak Chowk, Chinsurah 318190",Malda,Nagaland,-71.103551,-72.95337,139058.0,Horticultural consultant,,-71.095969,-72.952605,1.0,4.02e+18,9776.22,9776.22,,Other,9776.22,False,True
13,aug_v1,203858.0,12/15/2022 16:50,4830000000000000.0,,online_shopping,9776.22,Drishya,Date,F,"H.No. 13, Basak Chowk, Chinsurah 318190",Malda,Nagaland,-71.103551,-72.95337,139058.0,Horticultural consultant,,-71.095969,-72.952605,1.0,4.02e+18,9776.22,9776.22,,Other,9776.22,False,True
13,aug_v2,203858.0,12/15/2022 16:50,4830000000000000.0,,online_shopping,9776.22,Drishya,Date,F,"H.No. 13, Basak Chowk, Chinsurah 318190",Malda,Nagaland,-71.103551,-72.95337,139058.0,Horticultural consultant,,-71.095969,-72.952605,1.0,4.02e+18,9776.22,9776.22 PAY,pay,Other,9776.22,False,True
13,aug_v3,203858.0,12/15/2022 16:50,4830000000000000.0,,online_shopping,9776.22,Drishya,Date,F,"H.No. 13, Basak Chowk, Chinsurah 318190",Malda,Nagaland,-71.103551,-72.95337,139058.0,Horticultural consultant,,-71.095969,-72.952605,1.0,4.02e+18,9776.22,9776.22_MKT,mkt,Shopping,9776.22,False,True
14,original,,04-04-2023 06:50,3500000000000000.0,fraud_Khanna Ltd Pvt Ltd,fitness_and_medical,9182.83,Miraya,Babu,F,"H.No. 017, Kumar Street, Ranchi-224726",,Bihar,-62.6868585,170.937983,649341.0,Ceramics designer,7/27/1986,-62.690823,170.939794,0.0,-2.52e+18,fraud_Khanna Ltd Pvt Ltd 9182.83,fraud_Khanna Ltd Pvt Ltd 9182.83,fraud khanna ltd pvt ltd,Other,9182.83,False,True
14,aug_v1,,04-04-2023 06:50,3500000000000000.0,fraud_Khanna Ltd Pvt Ltd,fitness_and_medical,9182.83,Miraya,Babu,F,"H.No. 017, Kumar Street, Ranchi-224726",,Bihar,-62.6868585,170.937983,649341.0,Ceramics designer,7/27/1986,-62.690823,170.939794,0.0,-2.52e+18,fraud_Khanna Ltd Pvt Ltd 9182.83,POS/fraud_Khanna Ltd Pvt Ltd 9182.83 MKTPLC,pos fraud khanna ltd pvt ltd mktplc,Shopping,9182.83,False,True
14,aug_v2,,04-04-2023 06:50,3500000000000000.0,fraud_Khanna Ltd Pvt Ltd,fitness_and_medical,9182.83,Miraya,Babu,F,"H.No. 017, Kumar Street, Ranchi-224726",,Bihar,-62.6868585,170.937983,649341.0,Ceramics designer,7/27/1986,-62.690823,170.939794,0.0,-2.52e+18,fraud_Khanna Ltd Pvt Ltd 9182.83,UPI/fraud_Khanna Ltd Pvt Ltd 9182.83,upi fraud khanna ltd pvt ltd,Transfer,9182.83,False,True
14,aug_v3,,04-04-2023 06:50,3500000000000000.0,fraud_Khanna Ltd Pvt Ltd,fitness_and_medical,9182.83,Miraya,Babu,F,"H.No. 017, Kumar Street, Ranchi-224726",,Bihar,-62.6868585,170.937983,649341.0,Ceramics designer,7/27/1986,-62.690823,170.939794,0.0,-2.52e+18,fraud_Khanna Ltd Pvt Ltd 9182.83,CARD/fraud_Khanna Ltd Pvt Ltd 9182.83,card fraud khanna ltd pvt ltd,Other,9182.83,False,True
15,original,311172.0,10/26/2022 1:44,560000000000.0,fraud_Chaudhari Group Pvt Ltd,entertainment,4333.7,Sahil,Rao,M,"H.No. 320, Bora Ganj, Bikaner-548220",,Bihar,82.6638535,71.942578,564012.0,Logistics and distribution manager,03-11-1950,82.67613,71.923776,1.0,,fraud_Chaudhari Group Pvt Ltd 4333.70,fraud_Chaudhari Group Pvt Ltd 4333.70,fraud chaudhari group pvt ltd,Other,4333.7,False,True
15,aug_v1,311172.0,10/26/2022 1:44,560000000000.0,fraud_Chaudhari Group Pvt Ltd,entertainment,4333.7,Sahil,Rao,M,"H.No. 320, Bora Ganj, Bikaner-548220",,Bihar,82.6638535,71.942578,564012.0,Logistics and distribution manager,03-11-1950,82.67613,71.923776,1.0,,fraud_Chaudhari Group Pvt Ltd 4333.70,fraud_Chaudhari / Group / Pvt / Ltd / 4333.70 / PAY,fraud chaudhari group pvt ltd pay,Other,4333.7,False,True
15,aug_v2,311172.0,10/26/2022 1:44,560000000000.0,fraud_Chaudhari Group Pvt Ltd,entertainment,4333.7,Sahil,Rao,M,"H.No. 320, Bora Ganj, Bikaner-548220",,Bihar,82.6638535,71.942578,564012.0,Logistics and distribution manager,03-11-1950,82.67613,71.923776,1.0,,fraud_Chaudhari Group Pvt Ltd 4333.70,UPI/fraud_Chaudhari Group Pvt Ltd 4333.70,upi fraud chaudhari group pvt ltd,Transfer,4333.7,False,True
